44743,56526	1599,397583	1599,097168	14,34818745
44743,56537	1598,542725	1598,246826	14,39477825
44743,56549	1597,702515	1597,401733	14,20256805
44743,56561	1596,859985	1596,551392	13,99534702
44743,56572	1595,988647	1595,706299	14,12425995
44743,56584	1595,153931	1594,855957	13,99348736
44743,56596	1594,304199	1594,010864	13,9193821
44743,56608	1593,446899	1593,160522	14,08053589
44743,56619	1592,608398	1592,31543	14,08053589
44743,56619	1592,608398	1592,31543	13,77016926
44743,56631	1591,727051	1591,465088	14,04001141
44743,56643	1590,89624	1590,619995	13,85886002
44743,56654	1590,034302	1589,769653	13,74419689
44743,56666	1589,228394	1588,919312	13,51428509
44743,56678	1588,335815	1588,074219	13,84232044
44743,56689	1587,492676	1587,223877	13,73826599
44743,56701	1586,646729	1586,378784	13,66695786
44743,56713	1585,816406	1585,528442	13,60238552
44743,56724	1584,932983	1584,68335	13,82613087
44743,56736	1584,096313	1583,833008	13,69415188
44743,56748	1583,265625	1582,982666	13,57949066
44743,56759	1582,420044	1582,137573	13,42123413
44743,56771	1581,560181	1581,287231	13,7229147
44743,56783	1580,69165	1580,442139	13,68513966
44743,56795	1579,880737	1579,591797	13,47792053
44743,56806	1579,003174	1578,741455	13,78726864
44743,56818	1578,174927	1577,891113	13,32655334
44743,5683	1577,305786	1577,040771	13,5344429
44743,56841	1576,452515	1576,195679	13,46949482
44743,56853	1575,609375	1575,345337	13,29579544
44743,56865	1574,752686	1574,500244	13,4231081
44743,56876	1573,908569	1573,649902	13,57776165
44743,56888	1573,058472	1572,80481	13,44623661
44743,569	1572,21582	1571,954468	13,44916821
44743,56911	1571,357056	1571,109375	13,51099777
44743,56923	1570,55481	1570,259033	13,26673412
44743,56935	1569,667114	1569,41394	13,47175598
44743,56946	1568,838257	1568,568848	13,29377365
44743,56958	1567,985962	1567,718506	13,24556541
44743,5697	1567,142456	1566,868164	13,08183479
44743,56982	1566,298218	1566,023071	13,19386578
44743,56993	1565,43689	1565,172729	13,32507515
44743,57005	1564,590088	1564,327637	13,16861248
44743,57017	1563,738159	1563,477295	13,25535297
44743,57028	1562,901978	1562,626953	13,09095764
44743,5704	1562,033447	1561,78186	13,29571724
44743,57052	1561,192139	1560,931519	13,15624332
44743,57063	1560,365112	1560,086426	12,93602943
44743,57075	1559,498901	1559,236084	13,04588699
44743,57087	1558,666138	1558,390991	13,02525711
44743,57098	1557,787842	1557,540649	13,12437439
44743,5711	1556,946899	1556,695557	13,03263664
44743,57122	1556,104858	1555,845215	13,09142303
44743,57133	1555,262207	1555,000122	12,99894142
44743,57145	1554,414063	1554,14978	13,03630352
44743,57157	1553,557251	1553,299438	12,97641754
44743,57169	1552,721924	1552,454346	12,87199783
44743,5718	1551,877197	1551,604004	13,00278282
44743,57192	1551,022339	1550,753662	12,90517902
44743,57204	1550,165527	1549,90332	12,92793655
44743,57215	1549,325439	1549,058228	12,84328079
44743,57227	1548,476563	1548,207886	12,90042877
44743,57239	1547,592896	1547,357544	13,12708378
44743,5725	1546,767212	1546,507202	12,97275639
44743,57262	1545,92981	1545,662109	12,77408218
44743,57274	1545,05896	1544,811768	13,00797081
44743,57286	1544,208008	1543,961426	12,89771557
44743,57297	1543,367554	1543,116333	12,87856674
44743,57309	1542,530518	1542,260742	12,76464367
44743,57321	1541,681152	1541,415649	12,64632225
44743,57332	1540,837158	1540,565308	12,79641342
44743,57344	1539,967041	1539,720215	12,94180012
44743,57356	1539,11792	1538,869873	12,72545433
44743,57367	1538,290405	1538,02478	12,67307758
44743,57379	1537,449341	1537,169189	12,45194054
44743,57391	1536,595459	1536,324097	12,61529827
44743,57403	1535,720337	1535,473755	12,76463318
44743,57414	1534,901733	1534,623413	12,64951801
44743,57426	1534,028687	1533,773071	12,75996208
44743,57438	1533,185181	1532,927979	12,62445831
44743,57449	1532,324097	1532,077637	12,70032978
44743,57461	1531,487793	1531,232544	12,57953548
44743,57473	1530,647461	1530,382202	12,66152954
44743,57484	1529,80835	1529,53186	12,39857197
44743,57496	1528,940186	1528,686768	12,57209873
44743,57508	1528,089478	1527,831177	12,53990173
44743,5752	1527,251343	1526,986084	12,48708248
44743,57531	1526,411865	1526,135742	12,45185471
44743,57543	1525,568848	1525,2854	12,33541012
44743,57555	1524,697754	1524,440308	12,4755621
44743,57566	1523,851807	1523,589966	12,51521587
44743,57578	1523,007813	1522,744873	12,34870815
44743,5759	1522,1604	1521,894531	12,22714996
44743,57601	1521,294678	1521,049438	12,59537697
44743,57613	1520,460205	1520,199097	12,44612122
44743,57625	1519,609497	1519,354004	12,47068787
44743,57636	1518,763428	1518,498413	12,36341953
44743,57648	1517,898682	1517,65332	12,5038414
44743,5766	1517,078857	1516,808228	12,26571655
44743,57672	1516,218994	1515,952637	12,36001015
44743,57683	1515,348145	1515,107544	12,47839451
44743,57695	1514,503052	1514,257202	12,40382957
44743,57707	1513,673096	1513,40686	12,19208241
44743,57718	1512,824707	1512,561768	12,21044922
44743,5773	1511,964233	1511,711426	12,24561596
44743,57742	1511,111206	1510,861084	12,4742651
44743,57753	1510,260376	1510,010742	12,4742651
44743,57753	1510,260376	1510,010742	12,3781004
44743,57765	1509,42981	1509,165649	12,25051308
44743,57777	1508,588379	1508,315308	12,14410686
44743,57789	1507,735962	1507,464966	12,10192776
44743,578	1506,865356	1506,614624	12,23665237
44743,57812	1506,033325	1505,764282	12,27233505
44743,57824	1505,163086	1504,91394	12,19407654
44743,57835	1504,331421	1504,063599	12,22221279
44743,57847	1503,464478	1503,218506	12,17414379
44743,57859	1502,646606	1502,368164	12,01547146
44743,5787	1501,766479	1501,523071	12,19770432
44743,57882	1500,934448	1500,672729	12,14642429
44743,57894	1500,103271	1499,827637	12,02622318
44743,57905	1499,236328	1498,977295	12,02823067
44743,57917	1498,373657	1498,126953	12,16766453
44743,57929	1497,514526	1497,276611	12,30213165
44743,57941	1496,662842	1496,431519	12,22716236
44743,57952	1495,836182	1495,581177	12,20892334
44743,57964	1495,019287	1494,730835	11,92600346
44743,57976	1494,134277	1493,885742	11,96297836
44743,57987	1493,300171	1493,0354	11,9768486
44743,57999	1492,456543	1492,190308	11,97449589
44743,58011	1491,57959	1491,339966	12,14229774
44743,58022	1490,75708	1490,489624	11,96836567
44743,58034	1489,910156	1489,644531	11,86697483
44743,58046	1489,081787	1488,794189	11,72440529
44743,58057	1488,207886	1487,949097	11,9577589
44743,58069	1487,355713	1487,098755	12,00899601
44743,58081	1486,494263	1486,248413	12,0628643
44743,58093	1485,663452	1485,398071	11,84828758
44743,58104	1484,799316	1484,547729	11,96595764
44743,58116	1483,976196	1483,702637	11,80144501
44743,58128	1483,114014	1482,852295	11,94630623
44743,58139	1482,248291	1482,007202	11,97131729
44743,58151	1481,421875	1481,15686	11,80356503
44743,58163	1480,55603	1480,306519	11,98138237
44743,58174	1479,717529	1479,461426	11,83479214
44743,58186	1478,874878	1478,611084	11,87768555
44743,58198	1478,011353	1477,760742	11,929492
44743,5821	1477,161865	1476,9104	11,94561958
44743,58221	1476,333008	1476,065308	11,7500782
44743,58233	1475,461426	1475,220215	11,82550621
44743,58245	1474,627441	1474,369873	11,79086876
44743,58256	1473,777222	1473,519531	11,78825474
44743,58268	1472,918701	1472,674438	11,98232746
44743,5828	1472,097656	1471,824097	11,66363907
44743,58291	1471,243042	1470,979004	11,61171722
44743,58303	1470,39563	1470,128662	11,75020695
44743,58315	1469,533203	1469,283569	11,79940414
44743,58326	1468,707153	1468,433228	11,64923191
44743,58338	1467,839233	1467,588135	11,62603474
44743,5835	1466,998535	1466,737793	11,61184502
44743,58361	1466,135986	1465,8927	11,71346283
44743,58373	1465,311646	1465,042358	11,68775654
44743,58385	1464,441528	1464,197266	11,85698414
44743,58397	1463,589844	1463,346924	11,78350544
44743,58408	1462,747925	1462,501831	11,72508335
44743,5842	1461,921875	1461,651489	11,65821171
